dish_name,alternate_alias,cuisine_name,region,category,sub_category,main_ingredient_category,dietary_type,course,primary_protein,dish_importance_score,spice_level,sweet_score,salt_score,sour_score,bitter_score,umami_score,spicy_score,rich_fat_score,astringency_score,viscosity_score,crunchy_score,chewy_score,aromatic_score,funk_score,rating,ingredients,description,serving_temperature
Fastnachts,,American,Pennsylvania Dutch,Dessert,Doughnut,Potato Dish,Veg,Dessert,Potatoes,5.8,Low,9,1,1,1,1,1,5,1,1,1,1,2,1,,"yeast dough, potatoes, sugar, oil, salt, black pepper, garlic, onion, butter",Fastnachts are Pennsylvania Dutch doughnuts traditionally made before Lent.,room_temp
Field Peas,,American,Southern,Side Dish,Beans/Peas,Pork Dish,Non-Veg,Side,Pork,5.5,Low,2,6,1,2,9,1,4,2,6,1,4,6,1,,"field peas, onion, smoked meat, salt, black pepper, garlic, butter, oil","Field peas are a classic Southern side of slowly cooked peas or cowpeas, often seasoned with pork.",hot
Fish Tacos,,American,Baja California/SoCal,Main Dish,Taco,Fish Dish,Pescatarian,Main,Fish,6.9,Mild,1,4,2,2,5,1,5,1,2,7,2,2,1,,"fried or grilled fish, tortilla, cabbage, crema, salsa, salt, black pepper, garlic, onion, butter, oil",Fish tacos are a Baja-influenced staple that became central to Southern California cuisine.,hot
Fluffernutter,,American,New England,Snack,Sandwich,Nut Dish,Veg,Snack,Nuts,4.8,Mild,7,2,1,1,3,1,8,2,2,3,4,2,1,,"peanut butter, marshmallow creme, white bread, lettuce, tomato, mayonnaise",The fluffernutter is a sweet New England sandwich made with peanut butter and marshmallow creme.,room_temp
Fortune Cookie,,American,California,Dessert,Cookie,Egg Dish,Veg,Dessert,Egg,5.8,Low,9,1,1,1,1,1,4,1,1,1,1,2,1,,"flour, sugar, egg whites, vanilla, salt, black pepper, garlic, onion, butter, oil",The fortune cookie became widely associated with California's Chinese American restaurant culture.,room_temp
French Dip,,American,Los Angeles,Main Dish,Sandwich,Beef Dish,Non-Veg,Appetizer,Beef,4.8,Mild,1,5,1,1,8,1,4,2,8,2,5,3,1,,"roast beef, French roll, jus, bread, butter, lettuce, tomato, mayonnaise",The French dip is a Los Angeles sandwich of roast beef served with dipping jus.,room_temp
Fried Catfish,,American,Southern,Main Dish,Fried Seafood,Fish Dish,Pescatarian,Salad,Fish,7.3,Mild,1,4,3,1,6,2,6,1,2,9,1,2,1,,"catfish, cornmeal, flour, oil, seasoning, salt, black pepper, garlic, onion, butter",Fried catfish is a Southern staple often served with hushpuppies and slaw.,hot
Fried Cheese Curds,,American,Wisconsin,Snack,Fried Dish,Cheese Dish,Veg,Snack,Cheese,6.0,Mild,1,5,1,1,5,1,9,1,2,7,2,2,3,,"cheese curds, batter, oil, salt, black pepper, garlic, onion, butter",Fried cheese curds are a Wisconsin bar-food staple.,hot
Fried Chicken,,American,Southern,Main Dish,Fried Dish,Chicken Dish,Non-Veg,Main,Chicken,7.3,Medium,1,6,3,1,6,4,7,1,2,9,1,3,3,,"chicken, flour, buttermilk, salt, pepper, oil, garlic, onion","Fried chicken is a defining Southern dish of seasoned, battered chicken fried until crisp and juicy.",hot
Fried Green Tomatoes,,American,Southern,Side Dish,Fried Dish,Vegetable Dish,Veg,Side,Vegetables,2.0,Low,2,4,6,1,4,2,6,2,2,9,1,3,1,,"green tomatoes, cornmeal, flour, egg, oil, salt, black pepper, garlic, onion, butter",Fried green tomatoes are a Southern dish of firm unripe tomato slices coated and fried until crisp.,hot
Fried Okra,,American,Southern,Side Dish,Fried Dish,Vegetable Dish,Veg,Side,Vegetables,2.0,Low,1,4,1,1,2,1,6,1,2,9,1,2,1,,"okra, cornmeal, flour, oil, seasoning, salt, black pepper, garlic, onion, butter",Fried okra is a Southern side dish of breaded okra pieces fried until crisp.,hot
Fried Walleye,,American,Minnesota,Main Dish,Fried Seafood,Fish Dish,Pescatarian,Main,Fish,7.1,Mild,1,4,3,1,5,1,6,1,2,9,1,2,1,,"walleye fillets, flour or crumbs, oil, lemon, salt, black pepper, garlic, onion, butter",Fried walleye is a signature fish dish in Minnesota and the Upper Midwest.,hot
Frito Pie,,American,Texas,Main Dish,Snack Casserole,Cheese Dish,Non-Veg,Main,Cheese,3.7,Medium,4,4,1,1,9,6,7,1,6,2,4,4,2,,"corn chips, chili, cheese, onion, jalapeno, salt, black pepper, garlic, butter, oil",Frito pie is a Texas and Southwest comfort food made by topping corn chips with chili and cheese.,hot
Frybread,,American,Native American,Bread,Fried Bread,Wheat Dish,Vegan,Side,Wheat,2.0,Low,2,6,1,1,2,1,6,1,2,7,4,3,1,,"flour, baking powder, salt, water, oil, black pepper, garlic, onion, butter",Frybread is a Native American fried bread now served in many Indigenous communities across the United States.,hot
Garbage Plate,,American,Rochester,Main Dish,Mixed Plate,Mixed Dish,Non-Veg,Main,Mixed,5.3,Medium,1,5,1,1,3,2,3,1,4,5,1,2,1,,"home fries, macaroni salad, burgers or hot dogs, meat sauce, salt, black pepper, garlic, onion, butter, oil","The garbage plate is a Rochester mixed plate built from starches, proteins, and meat sauce.",hot
Garlic Fries,,American,West Coast,Side Dish,Fries,Potato Dish,Veg,Side,Potatoes,5.5,Low,1,4,1,2,2,1,3,1,2,2,3,6,1,,"french fries, garlic, parsley, oil, salt, black pepper, onion, butter","Garlic fries are a common West Coast side, especially popular in California stadium and street food.",hot
Geoduck Chowder,,American,Pacific Northwest,Main Dish,Soup/Stew,Seafood Dish,Pescatarian,Soup,Shellfish,2.7,Mild,2,5,1,1,6,1,6,1,9,2,1,5,1,,"geoduck clam, potatoes, cream, onion, garlic, broth, carrot, celery, thyme, bay leaf",Geoduck chowder is a Pacific Northwest chowder featuring the large local clam.,hot
Goetta,,American,Cincinnati,Breakfast,Sausage/Loaf,Beef Dish,Non-Veg,Breakfast,Beef,5.3,Mild,2,5,1,1,9,1,7,1,2,7,6,7,3,,"pork, beef, steel-cut oats, onion, spices, salt, black pepper, garlic, butter, oil",Goetta is a Cincinnati-area breakfast loaf of meat and oats that is sliced and fried.,hot
Gooey Butter Cake,,American,St. Louis,Dessert,Cake,Cheese Dish,Veg,Dessert,Cheese,3.7,Low,9,3,1,1,4,1,9,1,7,1,1,2,2,,"butter, sugar, cake base, cream cheese, salt, black pepper, garlic, onion, oil","Gooey butter cake is a dense, rich St. Louis dessert with a soft topping layer.",room_temp
Green Bean Casserole,,American,Midwestern,Side Dish,Casserole,Bean Dish,Veg,Side,Beans,2.0,Low,2,4,1,1,7,1,8,2,9,6,1,4,1,,"green beans, cream mushroom soup, fried onions, salt, black pepper, garlic, butter, oil",Green bean casserole is a Midwestern and nationwide holiday casserole built from pantry ingredients.,hot
Green Chile Stew,,American,New Mexico,Main Dish,Stew,Pork Dish,Non-Veg,Soup,Pork,5.3,Mild,2,6,1,1,9,4,4,2,6,3,4,5,1,,"pork, green chiles, potatoes, onion, stock, garlic, broth, carrot, celery, thyme, bay leaf",Green chile stew is a New Mexican-style stew built around roasted green chiles and pork.,hot
Grillades and Grits,,American,Louisiana Creole,Main Dish,Braised Meat with Grain,Beef Dish,Non-Veg,Main,Beef,6.9,Medium,2,4,3,2,9,4,5,2,6,2,4,7,1,,"beef or veal, tomato gravy, grits, onion, peppers, salt, black pepper, garlic, butter, oil",Grillades and grits is a New Orleans brunch classic of braised meat in gravy served over grits.,hot
Gumbo,,American,Louisiana Creole,Main Dish,Soup/Stew,Pork Dish,Non-Veg,Soup,Pork,7.2,Mild,1,6,1,1,8,4,4,1,5,2,3,3,3,,"roux, stock, okra or filé, vegetables, sausage or seafood, onion, garlic, broth, potato, carrot, celery, thyme","Gumbo is a Louisiana stew built on a seasoned stock and roux, with versions in both Cajun and Creole cooking.",hot
Half-Moon Cookie,,American,Upstate New York,Dessert,Cookie,Wheat Dish,Veg,Dessert,Wheat,3.7,Low,9,1,1,4,1,1,4,1,1,1,1,2,1,,"soft cookie, vanilla frosting, chocolate frosting, salt, black pepper, garlic, onion, butter, oil",The half-moon cookie is an upstate New York frosted cookie related to the black and white cookie.,room_temp
Hangtown Fry,,American,California Gold Country,Breakfast,Egg Dish,Pork Dish,Non-Veg,Breakfast,Pork,5.3,Mild,1,6,1,1,5,1,7,1,2,2,3,2,3,,"eggs, oysters, bacon, salt, black pepper, garlic, onion, butter, oil","Hangtown fry is a California Gold Rush-era dish of eggs, oysters, and bacon.",hot
Haupia,,American,Hawaiian,Dessert,Pudding,Milk Dish,Veg,Dessert,Milk,3.7,Low,9,1,1,1,1,1,7,1,2,1,1,2,1,,"coconut milk, sugar, starch, salt, black pepper, garlic, onion, butter, oil",Haupia is a Hawaiian coconut dessert with a firm pudding texture.,room_temp
Hoecakes,,American,Southern,Bread,Griddle Cake,Corn Dish,Veg,Side,Corn,3.1,Low,3,5,1,1,2,1,4,1,1,2,4,2,1,,"cornmeal, water or milk, salt, fat, black pepper, garlic, onion, butter, oil",Hoecakes are Southern cornmeal griddle cakes related to johnnycakes.,room_temp
Hominy Stew,,American,Native American,Main Dish,Stew,Bean Dish,Non-Veg,Soup,Beans,5.3,Mild,1,6,1,1,8,1,3,2,8,2,1,8,1,,"hominy, beans or meat, stock, chiles or herbs, onion, garlic, broth, potato, carrot, celery, thyme, bay leaf",Hominy-based stews reflect Indigenous foodways that shaped later American cooking.,hot
Hoppin' John,,American,Southern,Main Dish,Rice Dish,Pork Dish,Non-Veg,Main,Pork,6.3,Medium,2,7,1,1,9,3,6,2,5,2,5,5,3,,"black-eyed peas, rice, onion, bacon or ham, peppers, salt, black pepper, garlic, butter, oil","Hoppin' John is a Southern rice-and-peas dish traditionally eaten for luck, usually with black-eyed peas and pork.",hot
Horseshoe Sandwich,,American,Illinois,Main Dish,Open Sandwich,Cheese Dish,Non-Veg,Main,Cheese,5.3,Mild,1,7,1,1,9,1,7,2,4,5,5,2,2,,"toast, hamburger patty, fries, cheese sauce, bread, butter, lettuce, tomato, mayonnaise","The horseshoe is a Springfield, Illinois open-faced sandwich topped with fries and cheese sauce.",room_temp
Hot Brown,,American,Kentucky,Main Dish,Open Sandwich,Turkey Dish,Non-Veg,Main,Turkey,5.3,Medium,1,7,3,1,8,3,8,2,4,5,3,3,3,,"turkey, toast, bacon, tomato, Mornay sauce, bread, butter, lettuce, mayonnaise","The Hot Brown is a Kentucky open-faced sandwich of turkey, bacon, tomato, and rich cheese sauce.",hot
Hotdish,,American,Midwestern,Main Dish,Casserole,Mixed Dish,Non-Veg,Main,Mixed,5.3,Medium,1,5,1,1,3,1,2,1,8,2,1,2,1,,"meat, canned soup, vegetables, starch topping, salt, black pepper, garlic, onion, butter, oil","Hotdish is a Midwestern casserole category built from meat, starch, and bound sauce.",hot
Huli Huli Chicken,,American,Hawaiian,Main Dish,Grilled Dish,Chicken Dish,Non-Veg,Main,Chicken,5.3,Mild,4,8,1,2,8,1,3,1,4,2,2,7,3,,"chicken, soy sauce, sugar, ginger, garlic, salt, black pepper, onion powder, paprika, oil",Huli huli chicken is a Hawaii-style grilled chicken glazed with a sweet-savory sauce.,hot
Hushpuppies,,American,Southern,Bread,Fried Bread,Corn Dish,Veg,Side,Corn,2.0,Low,2,4,1,1,3,1,6,1,2,7,6,4,1,,"cornmeal, flour, onion, egg, oil, salt, black pepper, garlic, butter",Hushpuppies are Southern fried cornmeal dumplings often served with seafood and barbecue.,hot
Indian Pudding,,American,New England,Dessert,Pudding,Milk Dish,Veg,Dessert,Milk,5.8,Low,9,2,1,1,2,1,7,1,3,1,1,9,1,,"cornmeal, milk, molasses, butter, cinnamon, ginger, salt, black pepper, garlic, onion, oil","Indian pudding is a traditional New England baked dessert made from cornmeal, milk, molasses, and warm spices.",room_temp
Italian Beef Sandwich,,American,Chicago,Main Dish,Sandwich,Beef Dish,Non-Veg,Main,Beef,5.3,Mild,1,5,1,1,8,1,4,2,2,2,5,3,1,,"roast beef, Italian roll, jus, giardiniera, bread, butter, lettuce, tomato, mayonnaise",The Italian beef sandwich is a Chicago sandwich of thin beef slices served juicy on a roll.,room_temp
Jambalaya,,American,Louisiana Creole,Main Dish,Rice Dish,Chicken Dish,Non-Veg,Main,Chicken,5.3,Medium,2,4,1,2,7,5,3,1,2,2,3,8,3,,"rice, sausage, chicken or seafood, peppers, onion, celery, salt, black pepper, garlic, butter, oil","Jambalaya is a Louisiana rice dish cooked with meat or seafood, aromatics, and spices.",room_temp
Johnnycakes,Journey cakes,American,New England,Side Dish,Griddle Cake,Corn Dish,Veg,Side,Corn,3.1,Low,3,4,1,1,2,1,4,1,1,1,3,2,1,,"cornmeal, water or milk, salt, butter, black pepper, garlic, onion, oil",Johnnycakes are simple cornmeal griddle cakes long associated with Rhode Island and coastal New England.,room_temp
Jucy Lucy,Juicy Lucy,American,Minnesota,Main Dish,Burger,Beef Dish,Non-Veg,Main,Beef,5.3,Mild,1,6,1,1,8,2,8,1,2,2,5,2,2,,"beef patties, molten cheese center, bun, salt, black pepper, garlic, onion, butter, oil",The Jucy Lucy is a Minneapolis-area cheeseburger with cheese sealed inside the patty.,hot
Kalua Pig,Kalua pork,American,Hawaiian,Main Dish,Roast Meat,Pork Dish,Non-Veg,Main,Pork,6.3,Mild,1,7,1,2,8,1,4,1,2,3,5,3,1,,"pork, sea salt, smoke, black pepper, garlic, onion, butter, oil","Kalua pig is traditional Hawaiian slow-roasted pork, often cooked in an underground oven.",hot
King Cake,,American,New Orleans,Dessert,Cake/Pastry,Wheat Dish,Veg,Dessert,Wheat,3.7,Low,9,1,1,1,1,1,4,2,1,1,1,4,1,,"sweet yeast dough, cinnamon, icing, colored sugar, salt, black pepper, garlic, onion, butter, oil",King cake is a festive New Orleans pastry eaten during Carnival season.,room_temp
Klobasnek,Kolache sausage roll,American,Texas,Snack,Savory Pastry,Pork Dish,Non-Veg,Snack,Pork,3.6,Mild,3,5,1,1,8,2,8,1,2,2,5,2,2,,"yeast dough, sausage, cheese, salt, black pepper, garlic, onion, butter, oil",The klobasnek is a Texas Czech-American pastry filled with sausage and often cheese.,room_temp
Knish,,American,New York,Snack,Savory Pastry,Potato Dish,Veg,Snack,Potatoes,5.7,Mild,2,5,1,1,6,2,5,1,2,4,2,5,1,,"potato filling, pastry dough, onion, salt, black pepper, garlic, butter, oil",The knish is a filled pastry sold widely in New York's Jewish food tradition.,room_temp
Kolache,,American,Texas,Dessert,Sweet Pastry,Cheese Dish,Veg,Dessert,Cheese,3.7,Low,9,3,1,1,4,1,9,1,6,1,1,2,2,,"yeast dough, fruit filling, poppy seed or cream cheese, sugar, butter, flour, eggs, vanilla, baking powder",Texas kolaches reflect Czech-American baking traditions and are sold across the state.,room_temp
Kringle,,American,Wisconsin,Dessert,Pastry,Nut Dish,Veg,Dessert,Nuts,3.7,Low,9,1,1,1,2,1,6,1,2,3,1,2,1,,"laminated dough, fruit or nut filling, icing, salt, black pepper, garlic, onion, butter, oil",Kringle is a flaky filled pastry strongly associated with Wisconsin's Danish-American heritage.,room_temp
Lane Cake,,American,Southern,Dessert,Layer Cake,Fruit Dish,Veg,Dessert,Fruit,5.8,Low,9,1,1,2,3,1,6,3,2,2,1,2,1,,"cake layers, raisins, coconut, pecans, bourbon, salt, black pepper, garlic, onion, butter, oil",Lane cake is a traditional Southern layer cake filled with a sweet fruit-and-nut mixture.,room_temp
Laulau,,American,Hawaiian,Main Dish,Wrapped/Steamed Dish,Pork/Fish Dish,Non-Veg,Main,Pork,5.3,Mild,1,4,1,1,7,1,4,1,2,2,5,2,1,,"pork or fish, taro leaves, ti leaves, salt, black pepper, garlic, onion, butter, oil",Laulau is a Hawaiian dish of meat or fish wrapped in leaves and steamed.,hot
Lobster Roll,,American,New England,Main Dish,Sandwich,Seafood Dish,Non-Veg,Main,Lobster,6.5,Low,1,6,4,2,8,2,9,2,2,1,1,4,1,,"lobster meat, split-top bun, butter or mayo, lemon, celery, bread, lettuce, tomato, mayonnaise","A lobster roll is a New England sandwich of lobster meat served in a soft split-top bun, usually dressed with butter or mayonnaise.",room_temp
Loco Moco,,American,Hawaiian,Main Dish,Rice Dish,Egg Dish,Non-Veg,Main,Egg,5.3,Mild,1,4,1,1,7,1,7,1,6,6,6,2,3,,"rice, hamburger patty, gravy, fried egg, salt, black pepper, garlic, onion, butter, oil","Loco moco is a Hawaiian plate dish of rice topped with a burger patty, gravy, and egg.",hot
Loose Meat Sandwich,,American,Iowa,Main Dish,Sandwich,Beef Dish,Non-Veg,Main,Beef,5.3,Mild,1,6,3,1,7,1,4,2,2,2,5,2,3,,"seasoned loose ground beef, bun, pickles, bread, butter, lettuce, tomato, mayonnaise",The loose meat sandwich is an Iowa specialty of seasoned crumbled beef on a bun.,room_temp
Macaroni Salad (Hawaii),,American,Hawaiian,Side Dish,Salad,Pasta Dish,Veg,Salad,Noodles,2.0,Low,2,4,3,1,3,1,5,2,5,7,3,4,1,,"macaroni, mayonnaise, carrot, onion, salt, black pepper, garlic, butter, oil",Creamy macaroni salad is a standard side on Hawaiian plate lunches.,cold
Malasadas,,American,Hawaiian,Dessert,Doughnut,Wheat Dish,Veg,Dessert,Wheat,3.7,Low,9,1,1,1,1,1,5,1,1,1,1,2,1,,"yeast dough, sugar, oil, salt, black pepper, garlic, onion, butter",Malasadas are Portuguese-influenced sugar-coated doughnuts deeply associated with Hawaii.,room_temp
Manapua,,American,Hawaiian,Snack,Stuffed Bun,Pork Dish,Non-Veg,Snack,Pork,2.5,Mild,1,4,1,3,7,1,4,3,2,2,5,2,1,,"steamed bun, char siu pork filling, salt, black pepper, garlic, onion, butter, oil",Manapua is a Hawaii-style filled bun descended from Chinese bao.,room_temp
Manhattan Clam Chowder,,American,New York,Main Dish,Soup/Stew,Seafood Dish,Pescatarian,Soup,Shellfish,7.1,Mild,2,7,4,2,8,2,3,2,7,1,1,8,1,,"clams, tomato broth, potatoes, onion, celery, herbs, garlic, carrot, thyme, bay leaf",Manhattan clam chowder is a tomato-based clam soup associated with New York and the broader Northeast.,hot
Maque Choux,,American,Cajun,Side Dish,Vegetable Saute,Corn Dish,Veg,Side,Corn,2.0,Mild,2,4,1,2,3,2,8,1,7,2,1,5,1,,"corn, bell pepper, onion, butter, cream, salt, black pepper, garlic, oil",Maque choux is a Cajun vegetable dish based on corn cooked with peppers and onions.,hot
Marionberry Pie,,American,Oregon,Dessert,Pie,Fruit Dish,Veg,Dessert,Fruit,6.3,Low,9,1,1,1,1,1,4,1,2,5,1,2,1,,"marionberries, sugar, pie crust, salt, black pepper, garlic, onion, butter, oil",Marionberry pie is an Oregon dessert made with the state's famous blackberry cultivar.,room_temp
Mirliton Casserole,Chayote casserole,American,New Orleans,Main Dish,Casserole,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,1,7,1,1,8,2,7,1,6,2,3,2,2,,"mirliton chayote, shrimp or ham, breadcrumbs, cheese, salt, black pepper, garlic, onion, butter, oil",Mirliton casserole is a New Orleans casserole built from chayote squash and savory filling.,hot
Mission Burrito,,American,San Francisco,Main Dish,Burrito,Bean Dish,Non-Veg,Main,Beans,5.3,Mild,1,4,1,1,6,1,3,2,7,2,3,2,1,,"large tortilla, rice, beans, meat, salsa, salt, black pepper, garlic, onion, butter, oil",The Mission burrito is a large foil-wrapped San Francisco burrito stuffed with multiple fillings.,hot
Mississippi Mud Pie,,American,Southern,Dessert,Pie,Dessert,Veg,Dessert,Chocolate,3.7,Low,9,1,1,4,1,1,8,1,2,3,1,2,1,,"chocolate, butter, sugar, crust, whipped topping, salt, black pepper, garlic, onion, oil",Mississippi mud pie is a rich chocolate dessert pie associated with the American South.,room_temp
Muffuletta,,American,New Orleans,Main Dish,Sandwich,Cheese Dish,Non-Veg,Salad,Cheese,3.0,Mild,1,7,3,2,8,2,5,2,2,7,4,2,3,,"sesame loaf, cured meats, provolone, olive salad, bread, butter, lettuce, tomato, mayonnaise","The muffuletta is a New Orleans sandwich layered with Italian meats, cheese, and olive salad on round bread.",room_temp
Mustard Greens,,American,Soul Food,Side Dish,Greens,Vegetable Dish,Non-Veg,Side,Vegetables,2.0,Mild,2,4,7,4,4,2,2,1,2,1,1,7,2,,"mustard greens, onion, smoked meat, vinegar, salt, black pepper, garlic, butter, oil",Mustard greens are a peppery green often braised in soul food and Southern cooking.,hot
Nachos,,American,Tex-Mex,Snack,Loaded Chips,Cheese Dish,Non-Veg,Snack,Cheese,6.9,Medium,1,5,1,1,7,4,5,2,6,2,2,2,2,,"tortilla chips, cheese, beans or meat, jalapenos, salt, black pepper, garlic, onion, butter, oil",Nachos are tortilla chips topped with melted cheese and other Tex-Mex toppings.,room_temp
Navajo Taco,Indian taco,American,Native American Southwest,Main Dish,Frybread Dish,Cheese Dish,Non-Veg,Main,Cheese,5.3,Mild,2,5,3,1,8,4,5,2,7,2,2,3,2,,"frybread, beans, meat, lettuce, tomato, cheese, salt, black pepper, garlic, onion, butter, oil",A Navajo taco uses frybread as the base for taco-style toppings.,hot
New England Clam Chowder,Creamy clam chowder,American,New England,Main Dish,Soup/Stew,Seafood Dish,Pescatarian,Soup,Shellfish,7.1,Mild,1,6,1,2,8,2,9,1,9,1,1,6,1,,"clams, potatoes, cream, onion, celery, butter, garlic, broth, carrot, thyme, bay leaf","New England clam chowder is a creamy chowder made with clams, potatoes, aromatics, and dairy, strongly associated with coastal New England.",hot
